,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
3931,OGLE-2013-BLG-0341L B,Microlensing,,,17h52m07.49s,-29d50m46.0s,,0.15,
3932,OGLE-2013-BLG-0911L,Microlensing,,,17h55m31.98s,-29d15m13.8s,,0.29,
3933,OGLE-2013-BLG-1721L,Microlensing,,,17h52m30.37s,-30d17m33.7s,,0.46,
3934,OGLE-2013-BLG-1761L,Microlensing,,,17h53m38.28s,-28d53m43.0s,,0.33,
3935,OGLE-2014-BLG-0124L,Microlensing,,,18h02m29.21s,-28d23m46.5s,,0.71,
3936,OGLE-2014-BLG-0676L,Microlensing,,,17h52m24.50s,-30d32m54.2s,,0.62,
3937,OGLE-2014-BLG-1722L,Microlensing,,,17h55m00.57s,-31d28m08.6s,,0.4,
3938,OGLE-2014-BLG-1722L,Microlensing,,,17h55m00.57s,-31d28m08.6s,,0.4,
3939,OGLE-2014-BLG-1760L,Microlensing,,,17h57m38.16s,-28d57m47.4s,,0.51,
3940,OGLE-2015-BLG-0051L,Microlensing,,,17h58m39.01s,-28d01m54.1s,,0.1,
3941,OGLE-2015-BLG-0954L,Microlensing,,,18h00m44.24s,-28d39m39.2s,,0.3,
3942,OGLE-2015-BLG-0966L,Microlensing,,,17h55m01.02s,-29d02m49.6s,,0.38,
3943,OGLE-2015-BLG-1649L,Microlensing,,,18h04m49.21s,-32d37m58.90s,,0.34,
3944,OGLE-2015-BLG-1670L,Microlensing,,,17h52m38.11s,-28d33m06.9s,,0.55,
3945,OGLE-2015-BLG-1771L,Microlensing,,,17h55m11.76s,-28d51m45.9s,,0.08,
3946,OGLE-2016-BLG-0263L,Microlensing,,,17h59m34.90s,-31d49m07.0s,,0.13,
3947,OGLE-2016-BLG-0613L AB,Microlensing,,,17h57m02.50s,-28d06m58.2s,,0.72,
3948,OGLE-2016-BLG-1067L,Microlensing,,,18h12m49.08s,-27d00m45.5s,,0.3,
3949,OGLE-2016-BLG-1190L,Microlensing,41.2,,17h58m52.30s,-27d36m48.8s,,0.88,
3950,OGLE-2016-BLG-1195L,Microlensing,,,17h55m23.50s,-30d12m26.1s,,0.08,
3951,OGLE-2016-BLG-1227L,Microlensing,,,17h42m23.31s,-33d45m35.2s,,0.1,
3952,OGLE-2017-BLG-0173L,Microlensing,,,17h51m52.95s,-29d16m16.9s,,0.4,
3953,OGLE-2017-BLG-0373L,Microlensing,,,17h57m19.06s,-31d57m06.2s,,0.25,
3954,OGLE-2017-BLG-0406L,Microlensing,,,17h55m59.92s,-29d51m47.3s,,0.56,
3955,OGLE-2017-BLG-0482L,Microlensing,,,17h56m11.73s,-30d31m42.1s,,0.2,
3956,OGLE-2017-BLG-1140L,Microlensing,,,17h47m31.93s,-24d31m21.6s,,0.21,
3957,OGLE-2017-BLG-1434L,Microlensing,,,17h53m07.29s,-30d14m44.6s,,0.23,
3958,OGLE-2017-BLG-1522L,Microlensing,,,18h01m16.65s,-28d27m43.1s,,0.04,
3959,OGLE-2018-BLG-0596L,Microlensing,,,17h56m13.33s,-29d11m56.7s,,0.23,
3960,OGLE-2018-BLG-0677L,Microlensing,,,17h55m00.27s,-32d00m59.51s,,0.12,
3961,OGLE-2018-BLG-0740L,Microlensing,,,18h08m42.47s,-29d50m08.9s,5912.0,1.0,
3962,OGLE-2018-BLG-1011L,Microlensing,,,17h56m03.36s,-29d04m58.4s,,0.18,
3963,OGLE-2018-BLG-1011L,Microlensing,,,17h56m03.36s,-29d04m58.4s,,0.18,
3964,OGLE-2018-BLG-1700L,Microlensing,,,17h59m49.45s,-28d31m43.1s,,0.42,
3965,OGLE-TR-10,Transit,90.0,0.4,17h51m28.25s,-29d52m34.9s,5950.0,1.14,1.17
3966,OGLE-TR-111,Transit,88.3,,10h53m17.91s,-61d24m20.3s,5040.0,0.85,0.83
3967,OGLE-TR-113,Transit,87.8,1.2,10h52m24.40s,-61d26m48.5s,4790.0,0.78,0.77
3968,OGLE-TR-132,Transit,83.4,0.85,10h50m34.72s,-61d57m25.9s,6210.0,1.3,1.32
3969,OGLE-TR-182,Transit,85.7,,11h09m18.71s,-61d05m42.9s,5924.0,1.14,1.14
3970,OGLE-TR-211,Transit,87.2,,10h40m14.39s,-62d27m20.2s,6325.0,1.33,1.64
3971,OGLE-TR-56,Transit,77.6,0.68,17h56m35.51s,-29d32m21.2s,6050.0,,
3972,OGLE2-TR-L9,Transit,79.8,,11h07m55.18s,-61d08m46.5s,6933.0,1.52,1.53
3973,ome Ser,Radial Velocity,,,15h50m17.55s,+02d11m47.4s,4770.0,2.17,12.3
3974,omi CrB,Radial Velocity,,,15h20m08.56s,+29d36m58.4s,4749.0,2.13,10.5
3975,omi UMa,Radial Velocity,,,08h30m15.87s,+60d43m05.4s,5242.0,3.09,14.1
3976,Oph 11,Imaging,,,16h22m25.21s,-24d05m13.9s,2375.0,0.02,
3977,PDS 70,Imaging,140.0,,14h08m10.16s,-41d23m52.58s,3972.0,,
3978,PDS 70,Imaging,132.0,,14h08m10.16s,-41d23m52.58s,3972.0,,
3979,PH1,Transit,90.05,,19h52m51.63s,+39d57m18.4s,6407.0,1.53,1.73
3980,PH2,Transit,89.83,,19h19m03.26s,+51d57m45.4s,5629.0,0.94,1.0
3981,HD 39091,Transit,87.456,2.97,05h37m09.89s,-80d28m08.8s,6037.0,1.09,1.1
3982,POTS-1,Transit,88.06,,13h34m26.13s,-66d34m52.0s,4400.0,0.69,0.59
3983,Pr0201,Radial Velocity,,,08h41m43.82s,+20d13m36.8s,6174.0,1.24,1.15
3984,Pr0211,Radial Velocity,,,08h42m11.49s,+19d16m37.4s,5300.0,0.94,0.83
3985,Pr0211,Radial Velocity,,,08h42m11.49s,+19d16m37.4s,5300.0,0.94,0.83
3986,Proxima Cen,Radial Velocity,,,14h29m42.95s,-62d40m46.1s,3050.0,0.12,0.14
3987,psi 1 Dra B,Radial Velocity,,,17h41m58.10s,+72d09m24.9s,6212.0,1.19,
3988,PSR B0329+54,Pulsar Timing,,,03h32m59.373s,+54d34m43.49s,,1.44,
3989,PSR B1257+12,Pulsar Timing,50.0,,13h00m03.58s,+12d40m56.5s,,1.4,
3990,PSR B1257+12,Pulsar Timing,53.0,,13h00m03.58s,+12d40m56.5s,,1.4,
3991,PSR B1257+12,Pulsar Timing,47.0,,13h00m03.58s,+12d40m56.5s,,1.4,
3992,PSR B1620-26,Pulsar Timing,,,16h23m38.22s,-26d31m53.7s,,1.35,
3993,PSR J1719-1438,Pulsar Timing,,23.0,17h19m10.07s,-14d38m01.0s,4500.0,1.4,0.04
3994,PSR J2322-2650,Pulsar Timing,,1.84,23h22m34.64s,-26d50m58.3s,,1.4,
3995,Qatar-1,Transit,84.08,1.076,20h13m31.60s,+65d09m43.3s,5013.0,0.84,0.8
3996,Qatar-10,Transit,85.87,0.248,18h57m46.537s,+69d34m15.01s,6124.0,1.16,1.25
3997,Qatar-2,Transit,86.12,1.573,13h50m37.41s,-06d48m14.5s,4645.0,0.74,0.78
3998,Qatar-3,Transit,86.8,4.0,23h56m36.48s,+36d12m46.7s,6007.0,1.15,1.27
3999,Qatar-4,Transit,87.5,5.1,00h19m26.22s,+44d01m39.5s,5215.0,0.9,0.85
4000,Qatar-5,Transit,88.74,3.95,00h28m12.94s,+42d03m40.8s,5747.0,1.13,1.08
4001,Qatar-6,Transit,86.01,,14h48m50.42s,+22d09m09.40s,5052.0,0.82,0.72
4002,Qatar-7,Transit,89.0,0.502,23h54m03.63s,+37d01m18.57s,6387.0,1.41,1.56
4003,Qatar-8,Transit,89.29,0.216,10h29m38.962s,+70d31m37.50s,5738.0,1.03,1.31
4004,Qatar-9,Transit,89.23,1.43,10h42m59.543s,+60d57m50.83s,4309.0,0.72,0.7
4005,rho CrB,Radial Velocity,,,16h01m02.66s,+33d18m12.6s,5627.0,0.89,1.36
4006,rho CrB,Radial Velocity,,,16h01m02.66s,+33d18m12.6s,5627.0,0.89,1.36
4007,Ross 128,Radial Velocity,,,11h47m44.40s,+00d48m16.4s,3192.0,0.17,0.2
4008,Ross 458,Imaging,,,13h00m46.58s,+12d22m32.6s,3621.0,0.49,0.63
4009,ROXs 12,Imaging,,,16h26m28.04s,-25d26m47.8s,3850.0,0.87,
4010,ROXs 42 B,Imaging,,,16h31m15.02s,-24d32m43.7s,,1.0,
4011,RR Cae,Eclipse Timing Variations,17.6,,04h21m05.56s,-48d39m07.1s,,0.44,
4012,SR 12 AB,Imaging,,,16h27m19.51s,-24d41m40.4s,,,
4013,SWEEPS-11,Transit,,,17h59m02.00s,-29d11m53.5s,,1.1,1.45
4014,SWEEPS-4,Transit,,,17h58m53.92s,-29d11m20.6s,,1.24,1.18
4015,TAP 26,Radial Velocity,,,04h18m51.70s,+17d23m16.6s,4620.0,1.04,1.17
4016,tau Boo,Radial Velocity,,,13h47m15.74s,+17d27m24.9s,6400.0,1.34,1.46
4017,tau Cet,Radial Velocity,,,01h44m04.08s,-15d56m14.9s,,0.78,
4018,tau Cet,Radial Velocity,,,01h44m04.08s,-15d56m14.9s,,0.78,
4019,tau Cet,Radial Velocity,,,01h44m04.08s,-15d56m14.9s,,0.78,
4020,tau Cet,Radial Velocity,,,01h44m04.08s,-15d56m14.9s,,0.78,
4021,tau Gem,Radial Velocity,,,07h11m08.37s,+30d14m42.6s,4388.0,2.3,26.8
4022,TCP J05074264+2447555,Microlensing,,,05h07m42.64s,+24d47m55.5s,,0.25,
4023,Teegarden's Star,Radial Velocity,,,02h53m00.89s,+16d52m52.64s,2904.0,0.09,0.11
4024,Teegarden's Star,Radial Velocity,,,02h53m00.89s,+16d52m52.64s,2904.0,0.09,0.11
4025,TOI-1130,Transit,87.98,,19h05m30.24s,-41d26m15.49s,4250.0,0.68,0.69
4026,TOI-1130,Transit,87.43,0.38,19h05m30.24s,-41d26m15.49s,4250.0,0.68,0.69
4027,TOI-1235,Transit,88.1,7.4,10h08m52.38s,+69d16m35.83s,3872.0,0.64,0.63
4028,TOI-125,Transit,88.92,2.57,01h34m22.735s,-66d40m32.95s,5320.0,0.86,0.85
4029,TOI-125,Transit,88.54,1.73,01h34m22.735s,-66d40m32.95s,5320.0,0.86,0.85
4030,TOI-125,Transit,88.795,2.98,01h34m22.735s,-66d40m32.95s,5320.0,0.86,0.85
4031,TOI-132,Transit,85.03,3.08,22h33m35.8683s,-43d26m11.9167s,5397.0,0.97,0.9
4032,TOI-1338,Transit,89.37,0.56,06h08m31.97s,-59d32m28.08s,6050.0,1.13,1.33
4033,TOI-150,Transit,88.09,1.68,07h31m51.76s,-73d36m22.15s,6255.0,1.35,1.53
4034,TOI-157,Transit,82.01,0.686,04h54m48.34s,-76d40m50.17s,5404.0,0.95,1.17
4035,TOI-163,Transit,87.24,0.49,05h19m04.3s,-71d53m43.9s,6495.0,1.44,1.65
4036,TOI-169,Transit,80.98,0.76,01h07m06.88s,-75d11m56.19s,5880.0,1.15,1.29
4037,TOI-172,Transit,88.2,7.53,21h06m31.65s,-26d41m34.29s,5645.0,1.13,1.78
4038,TOI-1728,Transit,88.31,1.14,08h02m26.55s,+64d47m48.93s,3980.0,0.65,0.62
4039,TOI-1899,Transit,89.77,0.32,19h57m42.44s,+40d08m36.05s,3841.0,0.63,0.61
4040,TOI-216,Transit,89.83,0.76,04h55m55.25s,-63d15m36.2s,5026.0,0.87,0.84
4041,TOI-216,Transit,88.364,0.34,04h55m55.25s,-63d15m36.2s,5026.0,0.87,0.84
4042,TOI-270,Transit,88.65,,04h33m39.72s,-51d57m22.44s,3386.0,0.4,0.38
4043,TOI-270,Transit,89.53,,04h33m39.72s,-51d57m22.44s,3386.0,0.4,0.38
4044,TOI-270,Transit,89.69,,04h33m39.72s,-51d57m22.44s,3386.0,0.4,0.38
4045,TOI-677,Transit,87.63,,09h36m28.65s,-50d27m47.14s,6295.0,1.18,1.28
4046,TOI-700,Transit,89.66,,06h28m23.229s,-65d34m45.522s,3461.0,0.41,0.42
4047,TOI-700,Transit,88.868,,06h28m23.229s,-65d34m45.522s,3461.0,0.41,0.42
4048,TOI-700,Transit,89.79,,06h28m23.229s,-65d34m45.522s,3461.0,0.41,0.42
4049,TOI-763,Transit,,4.51,12h57m52.45s,-39d45m27.71s,5450.0,0.92,0.9
4050,TOI-763,Transit,,2.82,12h57m52.45s,-39d45m27.71s,5450.0,0.92,0.9
4051,TOI-813,Transit,89.64,,04h50m46.57s,-60d54m19.62s,5907.0,1.32,1.94
4052,TOI-824,Transit,83.65,4.03,14h48m39.71s,-57d35m19.92s,4600.0,0.71,0.69
4053,TOI-849,Transit,86.8,5.2,01h54m51.7910s,-29d25m18.1508s,5373.8,0.93,0.92
4054,TRAPPIST-1,Transit,89.65,3.6,23h06m29.28s,-05d02m28.6s,2559.0,0.08,0.12
4055,TRAPPIST-1,Transit,89.67,6.45,23h06m29.28s,-05d02m28.6s,2559.0,0.08,0.12
4056,TRAPPIST-1,Transit,89.75,4.9,23h06m29.28s,-05d02m28.6s,2559.0,0.08,0.12
4057,TRAPPIST-1,Transit,89.86,4.4,23h06m29.28s,-05d02m28.6s,2559.0,0.08,0.12
4058,TRAPPIST-1,Transit,89.68,3.3,23h06m29.28s,-05d02m28.6s,2559.0,0.08,0.12
4059,TRAPPIST-1,Transit,89.71,5.2,23h06m29.28s,-05d02m28.6s,2559.0,0.08,0.12
4060,TRAPPIST-1,Transit,89.76,,23h06m29.28s,-05d02m28.6s,2559.0,0.08,0.12
4061,TrES-1,Transit,90.0,,19h04m09.85s,+36d37m57.5s,5230.0,1.04,0.85
4062,TrES-2,Transit,83.57,,19h07m14.03s,+49d18m59.0s,5850.0,1.36,1.12
4063,TrES-3,Transit,81.85,0.994,17h52m07.02s,+37d32m46.2s,5650.0,0.93,0.83
4064,TrES-4,Transit,82.81,,17h53m13.04s,+37d12m42.7s,6200.0,1.08,1.66
4065,TrES-5,Transit,84.27,1.31,20h20m53.24s,+59d26m55.6s,5171.0,0.9,0.87
4066,TYC 1422-614-1,Radial Velocity,,,10h17m06.67s,+19d33m30.5s,4806.0,1.15,6.85
4067,TYC 1422-614-1,Radial Velocity,,,10h17m06.67s,+19d33m30.5s,4806.0,1.15,6.85
4068,TYC 3318-01333-1,Radial Velocity,,,03h02m19.79s,+49d44m39.0s,4776.0,1.19,5.9
4069,TYC 3667-1280-1,Radial Velocity,,,00h51m32.96s,+58d25m34.2s,5130.0,1.87,6.26
4070,TYC 4282-00605-1,Radial Velocity,,,22h55m29.21s,+62d14m21.1s,4300.0,0.97,16.21
4071,TYC 8998-760-1,Imaging,,,13h25m12.13s,-64d56m20.69s,,1.0,
4072,TYC 8998-760-1,Imaging,,,13h25m12.13s,-64d56m20.69s,,1.0,
4073,UKIRT-2017-BLG-001L,Microlensing,,,17h46m36.98s,-29d12m40.9s,,0.81,
4074,ups And,Radial Velocity,,,01h36m47.84s,+41d24m19.7s,,1.3,1.56
4075,ups And,Radial Velocity,,,01h36m47.84s,+41d24m19.7s,,1.3,1.56
4076,ups And,Radial Velocity,,,01h36m47.84s,+41d24m19.7s,,1.3,1.56
4077,USco CTIO 108,Imaging,,,16h05m54.08s,-18d18m44.4s,2700.0,0.06,
4078,USco1556 A,Imaging,,,15h56m24.92s,-25d41m20.2s,3410.0,0.33,
4079,USco1621 A,Imaging,,,16h21m29.55s,-25d29m43.2s,3460.0,0.36,
4080,UZ For,Eclipse Timing Variations,,,03h35m28.64s,-25d44m21.8s,,0.7,
4081,UZ For,Eclipse Timing Variations,,,03h35m28.64s,-25d44m21.8s,,0.7,
4082,V0391 Peg,Pulsation Timing Variations,,,22h04m12.11s,+26d25m07.9s,29300.0,0.5,0.23
4083,V1298 Tau,Transit,89.0,,04h05m19.59s,+20d09m25.6s,,1.1,1.34
4084,V1298 Tau,Transit,88.49,,04h05m19.59s,+20d09m25.6s,,1.1,1.34
4085,V1298 Tau,Transit,89.04,,04h05m19.59s,+20d09m25.6s,,1.1,1.34
4086,V1298 Tau,Transit,89.4,,04h05m19.59s,+20d09m25.6s,,1.1,1.34
4087,V830 Tau,Radial Velocity,55.0,,04h33m10.03s,+24d33m43.4s,4250.0,1.0,2.0
4088,VHS J125601.92-125723.9,Imaging,,,12h56m02.15s,-12d57m21.7s,2620.0,0.07,
4089,WASP-1,Transit,90.0,0.348,00h20m40.07s,+31d59m24.0s,,1.24,1.47
4090,WASP-10,Transit,88.49,4.14,23h15m58.30s,+31d27m46.3s,4675.0,0.75,0.7
4091,WASP-100,Transit,82.6,,04h35m50.33s,-64d01m37.3s,6900.0,0.77,1.57
4092,WASP-101,Transit,85.0,,06h33m24.26s,-23d29m10.4s,6380.0,1.41,1.31
4093,WASP-103,Transit,86.3,0.55,16h37m15.57s,+07d11m00.1s,6110.0,1.22,1.44
4094,WASP-104,Transit,83.63,1.074,10h42m24.58s,+07d26m06.1s,5475.0,1.08,0.96
4095,WASP-105,Transit,89.7,2.65,01h36m40.24s,-50d39m32.5s,5070.0,0.89,0.9
4096,WASP-106,Transit,89.49,,11h05m43.14s,-05d04m45.9s,6055.0,0.93,1.31
4097,WASP-107,Transit,89.7,0.19,12h33m32.85s,-10d08m46.1s,4430.0,0.69,0.66
4098,WASP-11,Transit,89.8,,03h09m28.55s,+30d40m24.9s,4800.0,1.42,0.89
4099,WASP-113,Transit,86.46,0.228,14h59m29.47s,+46d57m36.4s,5890.0,1.32,1.61
4100,WASP-114,Transit,83.96,0.97,21h50m39.46s,+10d27m48.5s,5940.0,1.29,1.43
4101,WASP-117,Transit,89.14,,02h27m06.10s,-50d17m04.3s,6040.0,1.29,1.22
4102,WASP-118,Transit,88.7,0.233,01h18m12.13s,+02d42m10.2s,6410.0,1.32,1.7
4103,WASP-119,Transit,85.0,0.7,03h43m44.03s,-65d11m37.9s,5650.0,1.02,1.2
4104,WASP-12,Transit,83.52,0.267,06h30m32.79s,+29d40m20.2s,6360.0,1.43,1.66
4105,WASP-120,Transit,82.54,2.0,04h10m27.85s,-45d53m53.6s,6450.0,1.39,1.87
4106,WASP-121,Transit,87.6,0.243,07h10m24.07s,-39d05m50.6s,6459.0,1.35,1.46
4107,WASP-123,Transit,85.74,0.521,19h17m54.88s,-32d51m40.1s,5740.0,1.17,1.28
4108,WASP-124,Transit,86.3,0.43,22h10m51.44s,-30d44m58.8s,6050.0,1.07,1.02
4109,WASP-126,Transit,89.51,,04h13m29.73s,-69d13m36.5s,5800.0,1.12,1.27
4110,WASP-126,Transit Timing Variations,85.5,,04h13m29.73s,-69d13m36.5s,5800.0,1.12,1.27
4111,WASP-127,Transit,88.7,0.09,10h42m14.08s,-03d50m06.2s,5620.0,1.08,1.39
4112,WASP-129,Transit,87.7,1.6,11h45m11.75s,-42d03m50.1s,5900.0,1.0,0.9
4113,WASP-13,Transit,85.43,,09h20m24.71s,+33d52m56.8s,5950.0,0.72,1.37
4114,WASP-130,Transit,88.66,2.34,13h32m25.44s,-42d28m31.0s,5625.0,1.04,0.96
4115,WASP-131,Transit,85.0,0.2,14h00m46.45s,-30d35m00.8s,6030.0,1.06,1.53
4116,WASP-132,Transit,89.6,0.84,14h30m26.19s,-46d09m33.0s,4775.0,0.8,0.74
4117,WASP-133,Transit,87.0,0.88,20h58m18.09s,-35d47m47.6s,5700.0,1.16,1.44
4118,WASP-135,Transit,82.0,1.16,17h49m08.39s,+29d52m44.8s,5675.0,0.98,0.96
4119,WASP-136,Transit,84.7,0.773,00h01m18.18s,-08d55m34.8s,6260.0,1.41,2.21
4120,WASP-138,Transit,88.5,1.2,02h46m33.38s,-00d27m50.1s,6272.0,1.22,1.36
4121,WASP-139,Transit,88.9,0.31,03h18m14.93s,-41d18m07.7s,5310.0,0.92,0.8
4122,WASP-14,Transit,84.32,,14h33m06.35s,+21d53m41.0s,6475.0,1.62,1.4
4123,WASP-140,Transit,83.3,1.1,04h01m32.55s,-20d27m03.9s,5260.0,0.9,0.87
4124,WASP-141,Transit,87.6,1.98,04h47m17.86s,-17d06m54.6s,5900.0,1.25,1.37
4125,WASP-142,Transit,80.2,0.31,09h22m01.53s,-23d56m46.2s,6010.0,1.33,1.64
4126,WASP-144,Transit,86.9,0.95,21h23m03.09s,-40d02m54.4s,5200.0,0.81,0.81
4127,WASP-145 A,Transit,83.3,1.6,21h29m00.90s,-58d50m10.1s,4900.0,0.76,0.68
4128,WASP-147,Transit,87.9,0.263,23h56m45.97s,-22d09m11.4s,5702.0,1.04,1.43
4129,WASP-148,Transit,89.8,0.96,16h56m31.340s,+44d18m09.55s,5460.0,1.0,1.03
4130,WASP-148,Radial Velocity,,,16h56m31.340s,+44d18m09.55s,5460.0,1.0,1.03
4131,WASP-15,Transit,85.96,,13h55m42.71s,-32d09m34.6s,6300.0,1.18,1.48
4132,WASP-150,Transit,84.01,8.54,17h37m03.14s,+53d01m16.4s,6218.0,1.39,1.65
4133,WASP-151,Transit,89.2,0.29,23h16m15.23s,+00d18m24.3s,5871.0,1.08,1.14
4134,WASP-153,Transit,84.1,0.15,18h37m02.97s,+40d01m07.4s,5914.0,1.34,1.73
4135,WASP-156,Transit,89.1,1.3,02h11m07.61s,+02d25m04.8s,4910.0,0.84,0.76
4136,WASP-157,Transit,,,13h26m37.25s,-08d19m03.2s,5772.0,1.06,1.1
4137,WASP-158,Transit,87.7,3.1,00h16m35.12s,-10d58m35.1s,6350.0,1.38,1.39
4138,WASP-159,Transit,88.1,0.28,04h32m32.76s,-38d58m06.0s,6120.0,1.41,2.11
4139,WASP-16,Transit,85.22,,14h18m43.93s,-20d16m31.7s,5700.0,1.78,1.14
4140,WASP-160 B,Transit,88.97,0.284,05h50m43.06s,-27d37m23.4s,5298.0,0.87,0.87
4141,WASP-161,Transit,89.01,2.2,08h25m21.09s,-11d30m03.6s,6400.0,1.39,1.71
4142,WASP-162,Transit,89.3,6.9,11h13m10.30s,-17d39m28.0s,5300.0,0.95,1.11
4143,WASP-163,Transit,85.42,1.42,17h06m08.98s,-10d24m47.0s,5500.0,0.97,1.01
4144,WASP-164,Transit,82.73,1.96,22h59m29.62s,-60d26m52.0s,5806.0,0.95,0.93
4145,WASP-165,Transit,84.9,0.44,23h50m19.33s,-17d04m39.3s,5599.0,1.25,1.75
4146,WASP-166,Transit,88.0,0.54,09h39m30.09s,-20d58m56.9s,6050.0,1.19,1.22
4147,WASP-167,Transit,79.9,,13h04m10.53s,-35d32m58.3s,7000.0,1.59,1.79
4148,WASP-168,Transit,84.4,0.16,06h26m58.71s,-46d49m17.2s,6000.0,1.08,1.12
4149,WASP-169,Transit,87.9,0.33,08h29m32.97s,-12d56m40.9s,6110.0,1.34,2.01
4150,WASP-17,Transit,86.63,,15h59m50.95s,-28d03m42.2s,6550.0,2.28,1.49
4151,WASP-170,Transit,84.87,1.6,09h01m39.93s,-20d43m13.6s,5600.0,0.93,0.94
4152,WASP-171,Transit,88.3,1.5,11h27m22.86s,-44d05m19.3s,5965.0,1.17,1.64
4153,WASP-172,Transit,86.7,0.16,13h17m44.12s,-47d14m15.3s,6900.0,1.49,1.91
4154,WASP-173 A,Transit,85.2,2.84,23h36m40.38s,-34d36m40.6s,5800.0,1.05,1.11
4155,WASP-174,Transit,84.2,,13h03m10.56s,-41d23m05.4s,6400.0,1.3,1.31
4156,WASP-175,Transit,85.33,0.74,11h05m16.60s,-34d07m20.3s,6229.0,1.21,1.2
4157,WASP-176,Transit,86.7,0.31,20h54m44.94s,+09d10m44.5s,5941.0,1.34,1.93
4158,WASP-177,Transit,84.14,0.172,22h19m11.19s,-01d50m04.7s,5017.0,0.88,0.89
4159,WASP-178,Transit,85.7,0.37,15h09m04.89s,-42d42m17.8s,9360.0,2.07,1.67
4160,WASP-18,Transit,85.68,,01h37m25.03s,-45d40m40.4s,6400.0,1.22,1.23
4161,WASP-18,Transit Timing Variations,,,01h37m25.03s,-45d40m40.4s,6400.0,1.22,1.23
4162,WASP-180 A,Transit,88.1,0.61,08h13m34.15s,-01d58m57.9s,6600.0,1.3,1.19
4163,WASP-181,Transit,88.38,0.237,01h47m10.37s,+03d07m59.0s,5839.0,1.04,0.96
4164,WASP-182,Transit,83.88,0.318,20h46m41.58s,-41d49m15.2s,5638.0,1.08,1.34
4165,WASP-183,Transit,85.37,0.21,10h55m09.36s,-00d44m13.7s,5313.0,0.78,0.87
4166,WASP-184,Transit,86.9,0.32,13h58m04.09s,-30d20m53.3s,6000.0,1.23,1.65
4167,WASP-185,Transit,86.8,0.66,14h16m14.31s,-19d32m32.2s,5900.0,1.12,1.5
4168,WASP-19,Transit,78.78,0.492,09h53m40.08s,-45d39m33.1s,5568.0,0.9,1.0
4169,WASP-190,Transit,87.1,,00h30m50.233s,-40d34m24.36s,6400.0,1.35,1.6
4170,WASP-192,Transit,82.7,1.62,14h54m38.09s,-38d44m40.3s,5910.0,1.09,1.32
4171,WASP-2,Transit,84.49,0.914,20h30m54.13s,+06d25m46.3s,5180.0,0.9,0.87
4172,WASP-20,Transit,85.56,0.132,00h20m38.53s,-23d56m08.6s,5940.0,1.2,1.39
4173,WASP-21,Transit,88.75,0.32,23h09m58.25s,+18d23m45.9s,5800.0,0.89,1.14
4174,WASP-22,Transit,89.2,,03h31m16.33s,-23d49m10.9s,6000.0,1.46,1.24
4175,WASP-23,Transit,88.39,,06h44m30.62s,-42d45m42.6s,5150.0,0.78,0.77
4176,WASP-24,Transit,83.64,,15h08m51.74s,+02d20m35.9s,6075.0,1.43,1.42
4177,WASP-25,Transit,88.0,,13h01m26.37s,-27d31m19.9s,5750.0,0.67,0.8
4178,WASP-26,Transit,82.5,,00h18m24.70s,-15d16m02.3s,6034.0,0.86,1.22
4179,WASP-28,Transit,88.61,0.676,23h34m27.88s,-01d34m48.2s,6150.0,1.02,1.09
4180,WASP-29,Transit,88.8,,23h51m31.09s,-39d54m24.2s,4800.0,0.77,0.79
4181,WASP-3,Transit,85.06,,18h34m31.63s,+35d39m41.5s,6400.0,1.62,1.44
4182,WASP-31,Transit,84.41,0.172,11h17m45.37s,-19d03m17.2s,6302.0,1.16,1.25
4183,WASP-32,Transit,85.1,,00h15m50.80s,+01d12m01.6s,6140.0,0.72,0.95
4184,WASP-33,Transit,86.63,0.689,02h26m51.06s,+37d33m01.7s,7430.0,1.5,1.44
4185,WASP-34,Transit,85.2,,11h01m35.89s,-23d51m38.3s,5700.0,0.96,0.91
4186,WASP-35,Transit,87.96,,05h04m19.63s,-06d13m47.4s,5990.0,1.05,1.08
4187,WASP-36,Transit,83.15,1.26,08h46m19.30s,-08d01m37.0s,5959.0,1.08,0.98
4188,WASP-37,Transit,88.82,1.53,14h47m46.56s,+01d03m53.9s,5800.0,0.93,1.0
4189,WASP-38,Transit,89.5,,16h15m50.36s,+10d01m57.2s,6180.0,1.76,1.52
4190,WASP-39,Transit,87.83,0.186,14h29m18.41s,-03d26m40.3s,5400.0,0.93,0.9
4191,WASP-4,Transit,89.06,,23h34m15.08s,-42d03m41.1s,5400.0,0.86,0.89
4192,WASP-41,Transit,89.4,,12h42m28.50s,-30d38m23.5s,5545.0,0.81,0.83
4193,WASP-41,Radial Velocity,,,12h42m28.50s,-30d38m23.5s,5545.0,0.81,0.83
4194,WASP-42,Transit,88.0,0.464,12h51m55.57s,-42d04m25.0s,5315.0,0.95,0.89
4195,WASP-43,Transit,82.6,2.939,10h19m38.01s,-09d48m22.6s,4400.0,0.58,0.6
4196,WASP-44,Transit,86.21,0.811,00h15m36.76s,-11d56m17.2s,5420.0,0.94,0.91
4197,WASP-45,Transit,85.02,1.418,00h20m57.00s,-35d59m53.7s,5150.0,0.85,0.85
4198,WASP-46,Transit,82.8,1.467,21h14m56.88s,-55d52m18.4s,5600.0,0.83,0.86
4199,WASP-47,Transit,88.98,0.993,22h04m48.73s,-12d01m08.0s,5552.0,1.04,1.14
